2025-01-11 22:54:04,644; INFO; se; [supR0EsteiraSensor: S0_S0_S0 -> S1_S0_S0]
2025-01-11 22:54:04,645; INFO; a1; [supR0EsteiraSensor: S1_S0_S0 -> S0_S1_S0]
2025-01-11 22:54:04,645; INFO; a1; [supEsteiraMesa_GiratoriaR1: S0_S0_S0 -> S1_S0_S1]
2025-01-11 22:54:04,646; INFO; a1; [supR5EsteiraMesa_GiratoriaFuradeira: S4_S0_S0_S0 -> S4_S1_S0_S0]
2025-01-11 22:54:04,646; INFO; a1; [supR8EsteiraMesa_GiratoriaFuradeiraTeste: S0_S0_S0_S0_S0 -> S0_S1_S0_S0_S0]
2025-01-11 22:54:15,806; INFO; a; [supPoultryProcess: S0_S0_S0_E2S0_E2_E2S0_S0_S0_S0_S0_G8S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S2 -> S1_S0_S0_E2S0_E2_E2S0_S0_S0_S0_S0_G8S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S2]
2025-01-11 22:54:15,807; INFO; iA; [supPoultryProcess: S1_S0_S0_E2S0_E2_E2S0_S0_S0_S0_S0_G8S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S2 -> S0_S0_S0_E2S0_E2_E2S0_S0_S1_S0_S0_G8S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S2]
2025-01-11 22:54:15,808; INFO; b; [supPoultryProcess: S0_S0_S0_E2S0_E2_E2S0_S0_S1_S0_S0_G8S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S2 -> S0_S1_S0_E2S0_E2_E2S0_S0_S1_S0_S0_G8S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S2]
2025-01-11 22:54:15,810; INFO; fA; [supPoultryProcess: S0_S1_S0_E2S0_E2_E2S0_S0_S1_S0_S0_G8S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S2 -> S0_S1_S1_E2S0_E2_E2S0_S0_S0_S0_S0_G8S0_S0_S0_S0_S0_S1_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S2]
2025-01-11 22:54:15,812; INFO; iCA; [supPoultryProcess: S0_S1_S1_E2S0_E2_E2S0_S0_S0_S0_S0_G8S0_S0_S0_S0_S0_S1_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S2 -> S0_S1_S0_E2S0_E2_E2S0_S0_S0_S0_S1_G8S0_S0_S0_S1_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S0_S2]
