2023-04-03 09:07:45,924; INFO; btn; [sup: G1S0_E1S0_E2S0_G2S0 -> G1S0_E1S1_E2S1_G2S0]
2023-04-03 09:07:45,924; INFO; liga; [sup: G1S0_E1S1_E2S1_G2S0 -> G1S0_E1S0_E2S1_G2S1]
2023-04-03 09:07:45,925; ERROR; desliga[EventKind.CONTROLLABLE]; sup; G1S0_E1S0_E2S1_G2S1; Event not enabled
